template,final_state,bin_low,bin_high,signal,background,signal_raw,background_raw,paper_label,seed,domain_for_likelihood
shared_baseline,TwoMuonsTwoElectrons,0.9,0.9500000000000001,0.24088899791240692,0.6849007606506348,192,71,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.9500000000000001,1.0,2.584537982940674,1.7653076648712158,2060,183,shared_baseline,42,nominal_only
split_orth_adv,FourMuons,0.0,0.05,0.010037041269242764,58.319435119628906,8,14148,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.05,0.1,0.006273150909692049,4.559040069580078,5,1106,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.1,0.15000000000000002,0.0037638903595507145,1.014035940170288,3,246,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.15000000000000002,0.2,0.0037638903595507145,0.45343077182769775,3,110,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.2,0.25,0.0012546301586553454,0.3627445697784424,1,88,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.25,0.30000000000000004,0.0012546301586553454,0.2679363489151001,1,65,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.30000000000000004,0.35000000000000003,0.0012546301586553454,0.2267153412103653,1,55,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.35000000000000003,0.4,0.0037638903595507145,0.1813722848892212,3,44,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.4,0.45,0.0012546301586553454,0.10305245220661163,1,25,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.45,0.5,0.0037638903595507145,0.18961647152900696,3,46,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.5,0.55,0.0012546301586553454,0.11954085528850555,1,29,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.55,0.6000000000000001,0.0037638903595507145,0.14015132188796997,3,34,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.6000000000000001,0.65,0.006273150909692049,0.1607617884874344,5,39,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.65,0.7000000000000001,0.008782410994172096,0.1813722848892212,7,44,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.7000000000000001,0.75,0.01129167154431343,0.12778505682945251,9,31,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.75,0.8,0.015055562369525433,0.20610487461090088,12,50,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.8,0.8500000000000001,0.015055562369525433,0.1772501915693283,12,43,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.8500000000000001,0.9,0.025092599913477898,0.3380120098590851,20,82,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.9,0.9500000000000001,0.13299080729484558,0.527628481388092,106,128,split_candidate,42,nominal_only
split_orth_adv,FourMuons,0.9500000000000001,1.0,2.0701398849487305,1.228385090827942,1650,298,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.0,0.05,0.01129167154431343,41.397430419921875,9,10043,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.05,0.1,0.005018520634621382,2.242377996444702,4,544,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.1,0.15000000000000002,0.002509260317310691,0.7048651576042175,2,171,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.15000000000000002,0.2,0.002509260317310691,0.3215174376964569,2,78,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.2,0.25,0.0037638903595507145,0.14014862477779388,3,34,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.25,0.30000000000000004,0.005018520634621382,0.12366054952144623,4,30,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.30000000000000004,0.35000000000000003,0.0012546301586553454,0.08244036883115768,1,20,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.35000000000000003,0.4,0.0,0.08244036883115768,0,20,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.4,0.45,0.0,0.08244036883115768,0,20,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.45,0.5,0.002509260317310691,0.09892843663692474,2,24,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.5,0.55,0.005018520634621382,0.053586240857839584,4,13,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.55,0.6000000000000001,0.0037638903595507145,0.0577082596719265,3,14,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.6000000000000001,0.65,0.010037041269242764,0.09480642527341843,8,23,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.65,0.7000000000000001,0.005018520634621382,0.09892843663692474,4,24,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.7000000000000001,0.75,0.012546301819384098,0.09892843663692474,10,24,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.75,0.8,0.015055562369525433,0.09068440645933151,12,22,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.8,0.8500000000000001,0.0163101926445961,0.13190458714962006,13,32,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.8500000000000001,0.9,0.03136575222015381,0.12366054952144623,25,30,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.9,0.9500000000000001,0.09535190463066101,0.2349550575017929,76,57,split_candidate,42,nominal_only
split_orth_adv,FourElectrons,0.9500000000000001,1.0,1.082745909690857,0.6883770823478699,863,167,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.0,0.05,0.015055562369525433,87.12710571289062,12,9032,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.05,0.1,0.006273150909692049,3.88753604888916,5,403,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.1,0.15000000000000002,0.005018520634621382,1.2540438175201416,4,130,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.15000000000000002,0.2,0.008782410994172096,0.45338520407676697,7,47,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.2,0.25,0.006273150909692049,0.4244456887245178,5,44,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.25,0.30000000000000004,0.0037638903595507145,0.2218693047761917,3,23,split_candidate,42,nominal_only
